name,fp,iCliff,ts_sali_avg
CHEMBL235_EC50_fp,MACCS,0.040297408194044516,0.04107413637690656
CHEMBL3979_EC50_fp,RDKIT,0.042780210080346215,0.042815191433532095
CHEMBL3979_EC50_fp,ECFP,0.0360329115913758,0.03629047859653586
CHEMBL3979_EC50_fp,MACCS,0.052277744035721406,0.05393016959630331
CHEMBL4792_Ki_fp,RDKIT,0.0527185430928155,0.052989377470863686
CHEMBL4792_Ki_fp,ECFP,0.03769099127625568,0.03811473581355869
CHEMBL4792_Ki_fp,MACCS,0.06456974400803127,0.06531391997226771
CHEMBL1862_Ki_fp,RDKIT,0.044654474928103406,0.04184881765695924
CHEMBL1862_Ki_fp,ECFP,0.03599779623175272,0.034301618218003045
CHEMBL1862_Ki_fp,MACCS,0.052498208898424895,0.050917148163044615
CHEMBL1871_Ki_fp,RDKIT,0.03656913498919172,0.036004689350681254
CHEMBL1871_Ki_fp,ECFP,0.026402838718596933,0.02613474295404553
CHEMBL1871_Ki_fp,MACCS,0.037951289587605824,0.037600807507271
CHEMBL234_Ki_fp,RDKIT,0.03668528395138494,0.03620699995888884
CHEMBL234_Ki_fp,ECFP,0.030723127513714348,0.03048332799743581
CHEMBL234_Ki_fp,MACCS,0.04945347638605429,0.0496710391033026
CHEMBL204_Ki_fp,RDKIT,0.032131365261161234,0.03177545857064431
CHEMBL204_Ki_fp,ECFP,0.02537455127855962,0.025291824177174526
CHEMBL204_Ki_fp,MACCS,0.03859646076124109,0.03896741007751946
