name,fp,term,kt
CHEMBL219_Ki,MACCS,1,0.7907134189282121
CHEMBL219_Ki,MACCS,2,0.8238662315402292
CHEMBL219_Ki,MACCS,3,0.8411915621193715
CHEMBL2835_Ki,RDKIT,1,0.6617733226762121
CHEMBL2835_Ki,RDKIT,2,0.6916082529212614
CHEMBL2835_Ki,RDKIT,3,0.7107597889854842
CHEMBL2835_Ki,ECFP4,1,0.8639992486762107
CHEMBL2835_Ki,ECFP4,2,0.8818957039572195
CHEMBL2835_Ki,ECFP4,3,0.8915221180380795
CHEMBL2835_Ki,MACCS,1,0.6908892438535424
CHEMBL2835_Ki,MACCS,2,0.7216323500810664
CHEMBL2835_Ki,MACCS,3,0.7410581879474322
CHEMBL237_Ki,RDKIT,1,0.8314415799635921
CHEMBL237_Ki,RDKIT,2,0.8566357408099694
CHEMBL237_Ki,RDKIT,3,0.868838047353184
CHEMBL237_Ki,ECFP4,1,0.9466695975737899
CHEMBL237_Ki,ECFP4,2,0.9536094625064351
CHEMBL237_Ki,ECFP4,3,0.9556515306860834
CHEMBL237_Ki,MACCS,1,0.7961828884055198
CHEMBL237_Ki,MACCS,2,0.8284109818748936
CHEMBL237_Ki,MACCS,3,0.845030088748023
CHEMBL2971_Ki,RDKIT,1,0.7689547376694436
CHEMBL2971_Ki,RDKIT,2,0.7915348873513208
CHEMBL2971_Ki,RDKIT,3,0.8032554575262632
CHEMBL2971_Ki,ECFP4,1,0.9271993792294227
CHEMBL2971_Ki,ECFP4,2,0.9357716035442118
CHEMBL2971_Ki,ECFP4,3,0.9394117610353752
CHEMBL2971_Ki,MACCS,1,0.7632910150331975
CHEMBL2971_Ki,MACCS,2,0.7910526479482728
CHEMBL2971_Ki,MACCS,3,0.8059956807741737
CHEMBL4616_EC50,RDKIT,1,0.862811616529399
CHEMBL4616_EC50,RDKIT,2,0.8841286285107246
CHEMBL4616_EC50,RDKIT,3,0.8936684084945623
CHEMBL4616_EC50,ECFP4,1,0.9340665362522533
CHEMBL4616_EC50,ECFP4,2,0.943245044367495
CHEMBL4616_EC50,ECFP4,3,0.9466951051471189
CHEMBL4616_EC50,MACCS,1,0.762232368683087
CHEMBL4616_EC50,MACCS,2,0.7972135850534776
CHEMBL4616_EC50,MACCS,3,0.8164372547013694
CHEMBL218_EC50,RDKIT,1,0.8710264954909966
CHEMBL218_EC50,RDKIT,2,0.891342945740738
CHEMBL218_EC50,RDKIT,3,0.8999320754679824
CHEMBL218_EC50,ECFP4,1,0.9544716860803925
CHEMBL218_EC50,ECFP4,2,0.960174172210406
CHEMBL218_EC50,ECFP4,3,0.9617661019348476
CHEMBL218_EC50,MACCS,1,0.8273946117638511
CHEMBL218_EC50,MACCS,2,0.8550568583999776
CHEMBL218_EC50,MACCS,3,0.8684353253740257
CHEMBL2034_Ki,RDKIT,1,0.8394403449920309
CHEMBL2034_Ki,RDKIT,2,0.8628758796849684
CHEMBL2034_Ki,RDKIT,3,0.874461870237557
CHEMBL2034_Ki,ECFP4,1,0.9548385446308828
CHEMBL2034_Ki,ECFP4,2,0.9605071124370617
CHEMBL2034_Ki,ECFP4,3,0.9624778512412251
CHEMBL2034_Ki,MACCS,1,0.8470483960284133
CHEMBL2034_Ki,MACCS,2,0.8693282084682881
CHEMBL2034_Ki,MACCS,3,0.880199330348103
CHEMBL287_Ki,RDKIT,1,0.9240747007131722
CHEMBL287_Ki,RDKIT,2,0.9351833998372375
CHEMBL287_Ki,RDKIT,3,0.9389197046824967
CHEMBL287_Ki,ECFP4,1,0.9528381897085048
CHEMBL287_Ki,ECFP4,2,0.9589331264094147
CHEMBL287_Ki,ECFP4,3,0.9606031710937732
CHEMBL287_Ki,MACCS,1,0.8231176783738656
CHEMBL287_Ki,MACCS,2,0.8508662058655246
CHEMBL287_Ki,MACCS,3,0.8645141654834361
CHEMBL236_Ki,RDKIT,1,0.8328584563972639
CHEMBL236_Ki,RDKIT,2,0.8581052497850861
CHEMBL236_Ki,RDKIT,3,0.8702734430083843
CHEMBL236_Ki,ECFP4,1,0.9469544361667985
CHEMBL236_Ki,ECFP4,2,0.953907658462304
CHEMBL236_Ki,ECFP4,3,0.9559089724835388
CHEMBL236_Ki,MACCS,1,0.7952198955322777
CHEMBL236_Ki,MACCS,2,0.8276069490863232
CHEMBL236_Ki,MACCS,3,0.8443518667492347
CHEMBL4203_Ki,RDKIT,1,0.916202586380418
CHEMBL4203_Ki,RDKIT,2,0.9283364885091446
CHEMBL4203_Ki,RDKIT,3,0.9326466902880496
CHEMBL4203_Ki,ECFP4,1,0.969430871189624
CHEMBL4203_Ki,ECFP4,2,0.9724830621709333
CHEMBL4203_Ki,ECFP4,3,0.9732119899819297
CHEMBL4203_Ki,MACCS,1,0.8583714719480666
CHEMBL4203_Ki,MACCS,2,0.8804928106728747
CHEMBL4203_Ki,MACCS,3,0.8906294556267951
CHEMBL262_Ki,RDKIT,1,0.9034455640176848
CHEMBL262_Ki,RDKIT,2,0.9182117703937126
CHEMBL262_Ki,RDKIT,3,0.9237495915744898
CHEMBL262_Ki,ECFP4,1,0.963280846778246
CHEMBL262_Ki,ECFP4,2,0.9675412820742013
CHEMBL262_Ki,ECFP4,3,0.9686188107192312
CHEMBL262_Ki,MACCS,1,0.8542848744224
CHEMBL262_Ki,MACCS,2,0.877646695737289
CHEMBL262_Ki,MACCS,3,0.8883127718982597
CHEMBL235_EC50,RDKIT,1,0.8934472263006625
CHEMBL235_EC50,RDKIT,2,0.9102552457861666
CHEMBL235_EC50,RDKIT,3,0.9168215199734694
CHEMBL235_EC50,ECFP4,1,0.9478923588651182
CHEMBL235_EC50,ECFP4,2,0.9549061322684786
CHEMBL235_EC50,ECFP4,3,0.9568465201965063
CHEMBL235_EC50,MACCS,1,0.8332829600451299
CHEMBL235_EC50,MACCS,2,0.8598754002491777
CHEMBL235_EC50,MACCS,3,0.8727105531227234
CHEMBL3979_EC50,RDKIT,1,0.8911596966577735
CHEMBL3979_EC50,RDKIT,2,0.9082217655041711
CHEMBL3979_EC50,RDKIT,3,0.9148118188624891
CHEMBL3979_EC50,ECFP4,1,0.9329235340452545
CHEMBL3979_EC50,ECFP4,2,0.942355449554282
CHEMBL3979_EC50,ECFP4,3,0.9453592506612869
CHEMBL3979_EC50,MACCS,1,0.815331571424956
CHEMBL3979_EC50,MACCS,2,0.844852773406109
CHEMBL3979_EC50,MACCS,3,0.8595335120114761
CHEMBL238_Ki,RDKIT,1,0.9139163526506081
CHEMBL238_Ki,RDKIT,2,0.9267002613014422
CHEMBL238_Ki,RDKIT,3,0.931221906505875
CHEMBL238_Ki,ECFP4,1,0.9599131940493965
CHEMBL238_Ki,ECFP4,2,0.9647182165391025
CHEMBL238_Ki,ECFP4,3,0.9659321384914134
CHEMBL238_Ki,MACCS,1,0.8528209852454199
CHEMBL238_Ki,MACCS,2,0.8763800433468408
CHEMBL238_Ki,MACCS,3,0.8870174528853495
CHEMBL2047_EC50,RDKIT,1,0.8767351827645067
CHEMBL2047_EC50,RDKIT,2,0.8950891818332374
CHEMBL2047_EC50,RDKIT,3,0.9031273154520238
CHEMBL2047_EC50,ECFP4,1,0.9440992012396466
CHEMBL2047_EC50,ECFP4,2,0.9513526115677213
CHEMBL2047_EC50,ECFP4,3,0.9539925247089673
CHEMBL2047_EC50,MACCS,1,0.8417390384301211
CHEMBL2047_EC50,MACCS,2,0.8656134775362716
CHEMBL2047_EC50,MACCS,3,0.8769005703528616
CHEMBL231_Ki,RDKIT,1,0.9039821638901159
CHEMBL231_Ki,RDKIT,2,0.9183388866826234
CHEMBL231_Ki,RDKIT,3,0.9235248424236557
CHEMBL231_Ki,ECFP4,1,0.9503181788236433
CHEMBL231_Ki,ECFP4,2,0.9565727096449921
CHEMBL231_Ki,ECFP4,3,0.9583354158576624
CHEMBL231_Ki,MACCS,1,0.8108436269908184
CHEMBL231_Ki,MACCS,2,0.8405270262062661
CHEMBL231_Ki,MACCS,3,0.8552928066511232
CHEMBL4792_Ki,RDKIT,1,0.8375983253050222
CHEMBL4792_Ki,RDKIT,2,0.863750127774851
CHEMBL4792_Ki,RDKIT,3,0.8760182158720516
CHEMBL4792_Ki,ECFP4,1,0.9285270986855689
CHEMBL4792_Ki,ECFP4,2,0.9388479990295988
CHEMBL4792_Ki,ECFP4,3,0.942299411691024
CHEMBL4792_Ki,MACCS,1,0.7499175388992758
CHEMBL4792_Ki,MACCS,2,0.7879504512796061
CHEMBL4792_Ki,MACCS,3,0.8091173949271058
CHEMBL228_Ki,RDKIT,1,0.9107791760424296
CHEMBL228_Ki,RDKIT,2,0.924218283063196
CHEMBL228_Ki,RDKIT,3,0.9289863953271008
CHEMBL228_Ki,ECFP4,1,0.9609240798087698
CHEMBL228_Ki,ECFP4,2,0.9655680752568047
CHEMBL228_Ki,ECFP4,3,0.9667133075220364
CHEMBL228_Ki,MACCS,1,0.8297943351523672
CHEMBL228_Ki,MACCS,2,0.8566506524200861
CHEMBL228_Ki,MACCS,3,0.8695965071883578
CHEMBL1862_Ki,RDKIT,1,0.8620001098494091
CHEMBL1862_Ki,RDKIT,2,0.881618187480823
CHEMBL1862_Ki,RDKIT,3,0.8903472546253703
CHEMBL1862_Ki,ECFP4,1,0.9235102930631018
CHEMBL1862_Ki,ECFP4,2,0.9335209460978305
CHEMBL1862_Ki,ECFP4,3,0.9374401957408264
CHEMBL1862_Ki,MACCS,1,0.8049593360929402
CHEMBL1862_Ki,MACCS,2,0.8331114957977117
CHEMBL1862_Ki,MACCS,3,0.8474225024808607
CHEMBL239_EC50,RDKIT,1,0.8927202466618245
CHEMBL239_EC50,RDKIT,2,0.9095383977569494
CHEMBL239_EC50,RDKIT,3,0.9161453618838139
CHEMBL239_EC50,ECFP4,1,0.9397372885318817
CHEMBL239_EC50,ECFP4,2,0.9481770323476699
CHEMBL239_EC50,ECFP4,3,0.9507019762721356
CHEMBL239_EC50,MACCS,1,0.8211308563498726
CHEMBL239_EC50,MACCS,2,0.8495859985154446
CHEMBL239_EC50,MACCS,3,0.8636728806898065
