name,fp,term,kt
CHEMBL238_Ki,MACCS,2,0.9760153196993463
CHEMBL238_Ki,MACCS,3,0.9866527291742888
CHEMBL2047_EC50,RDKIT,1,0.9600351551725936
CHEMBL2047_EC50,RDKIT,2,0.9783891568228362
CHEMBL2047_EC50,RDKIT,3,0.9864272878270376
CHEMBL2047_EC50,ECFP4,1,0.9867638289156221
CHEMBL2047_EC50,ECFP4,2,0.9940172405742337
CHEMBL2047_EC50,ECFP4,3,0.9966571523754041
CHEMBL2047_EC50,MACCS,1,0.9447980897902567
CHEMBL2047_EC50,MACCS,2,0.9686725314148977
CHEMBL2047_EC50,MACCS,3,0.9799596215758759
CHEMBL231_Ki,RDKIT,1,0.9750359539649501
CHEMBL231_Ki,RDKIT,2,0.9893926768128238
CHEMBL231_Ki,RDKIT,3,0.9945786324961569
CHEMBL231_Ki,ECFP4,1,0.9905031080246506
CHEMBL231_Ki,ECFP4,2,0.9967576388770799
CHEMBL231_Ki,ECFP4,3,0.9985203450570148
CHEMBL231_Ki,MACCS,1,0.9323898380943069
CHEMBL231_Ki,MACCS,2,0.9620732373051127
CHEMBL231_Ki,MACCS,3,0.9768390176070904
CHEMBL4792_Ki,RDKIT,1,0.9461006317578846
CHEMBL4792_Ki,RDKIT,2,0.9722524355529067
CHEMBL4792_Ki,RDKIT,3,0.9845205222223262
CHEMBL4792_Ki,ECFP4,1,0.9834861343862129
CHEMBL4792_Ki,ECFP4,2,0.9938070353389236
CHEMBL4792_Ki,ECFP4,3,0.997258447311989
CHEMBL4792_Ki,MACCS,1,0.8957981162620919
CHEMBL4792_Ki,MACCS,2,0.9338310300539969
CHEMBL4792_Ki,MACCS,3,0.9549979718018642
CHEMBL228_Ki,RDKIT,1,0.9771713732951852
CHEMBL228_Ki,RDKIT,2,0.9906104804327253
CHEMBL228_Ki,RDKIT,3,0.9953785925770767
CHEMBL228_Ki,ECFP4,1,0.9933108401514568
CHEMBL228_Ki,ECFP4,2,0.9979548356514647
CHEMBL228_Ki,ECFP4,3,0.999100067859777
CHEMBL228_Ki,MACCS,1,0.9419479241942182
CHEMBL228_Ki,MACCS,2,0.9688042410825995
CHEMBL228_Ki,MACCS,3,0.9817500955234736
CHEMBL1862_Ki,RDKIT,1,0.9592144868413414
CHEMBL1862_Ki,RDKIT,2,0.978832569020418
CHEMBL1862_Ki,RDKIT,3,0.9875616308356975
CHEMBL1862_Ki,ECFP4,1,0.9818366550307763
CHEMBL1862_Ki,ECFP4,2,0.9918473078582465
CHEMBL1862_Ki,ECFP4,3,0.995766553381965
CHEMBL1862_Ki,MACCS,1,0.9313221412081415
CHEMBL1862_Ki,MACCS,2,0.9594743017860374
CHEMBL1862_Ki,MACCS,3,0.9737853023143598
CHEMBL239_EC50,RDKIT,1,0.9697654136357896
CHEMBL239_EC50,RDKIT,2,0.9865835678836907
CHEMBL239_EC50,RDKIT,3,0.9931905288305619
CHEMBL239_EC50,ECFP4,1,0.9871801479125446
CHEMBL239_EC50,ECFP4,2,0.9956198935537657
CHEMBL239_EC50,ECFP4,3,0.9981448355690129
CHEMBL239_EC50,MACCS,1,0.935917248195574
CHEMBL239_EC50,MACCS,2,0.9643723916166221
CHEMBL239_EC50,MACCS,3,0.9784592679508934
